timestamp,cultura,umidade_%,pH,N_ppm,P_ppm,K_ppm
2025-10-15T12:30:00-03:00,milho,23.0,5.96,21.9,20.0,200.9
2025-10-15T13:00:00-03:00,milho,31.7,6.38,41.2,23.6,155.1
2025-10-15T13:30:00-03:00,milho,27.26,6.26,48.3,16.7,131.2
2025-10-15T14:00:00-03:00,milho,25.91,6.32,38.9,24.4,110.3
2025-10-15T14:30:00-03:00,milho,32.2,6.37,45.9,26.7,92.2
2025-10-15T15:00:00-03:00,milho,25.18,6.42,55.1,12.5,176.7
2025-10-15T15:30:00-03:00,milho,22.37,6.59,45.2,13.0,173.1
2025-10-15T16:00:00-03:00,milho,21.77,6.34,37.5,17.2,173.1
2025-10-15T16:30:00-03:00,milho,30.42,6.12,45.5,19.8,144.9
2025-10-15T17:00:00-03:00,milho,22.88,6.44,36.4,14.9,206.3
2025-10-15T17:30:00-03:00,milho,35.02,6.86,35.2,26.1,130.6
2025-10-15T18:00:00-03:00,milho,19.67,6.15,31.5,20.5,188.2
2025-10-15T18:30:00-03:00,milho,34.79,5.86,50.6,18.2,148.5
2025-10-15T19:00:00-03:00,milho,28.84,6.59,26.8,9.4,125.7
2025-10-15T19:30:00-03:00,milho,27.61,6.16,50.3,10.1,173.7
2025-10-15T20:00:00-03:00,milho,25.82,5.44,40.0,19.7,166.4
2025-10-15T20:30:00-03:00,milho,29.6,6.5,21.0,5.2,164.3
2025-10-15T21:00:00-03:00,milho,27.85,6.01,38.7,24.1,153.3
2025-10-15T21:30:00-03:00,milho,32.41,6.17,14.0,17.1,148.5
2025-10-15T22:00:00-03:00,milho,28.46,6.32,41.3,37.5,245.5
2025-10-15T22:30:00-03:00,milho,28.6,6.27,43.9,31.8,197.4
2025-10-15T23:00:00-03:00,milho,26.55,6.45,29.1,16.9,178.9
2025-10-15T23:30:00-03:00,milho,27.77,6.05,36.2,17.4,154.5
2025-10-16T00:00:00-03:00,milho,29.23,6.38,54.5,24.0,190.3
2025-10-16T00:30:00-03:00,milho,21.16,6.11,29.9,28.2,170.7
2025-10-16T01:00:00-03:00,milho,22.61,6.46,24.4,8.2,151.0
2025-10-16T01:30:00-03:00,milho,30.97,6.42,49.8,7.3,137.9
2025-10-16T02:00:00-03:00,milho,28.68,5.87,54.6,14.3,146.8
2025-10-16T02:30:00-03:00,milho,27.26,6.58,35.0,21.5,40.0
2025-10-16T03:00:00-03:00,milho,28.07,6.01,45.1,21.0,158.4
2025-10-16T03:30:00-03:00,milho,29.39,6.48,48.4,24.4,130.5
2025-10-16T04:00:00-03:00,milho,25.84,6.33,27.6,10.8,213.7
2025-10-16T04:30:00-03:00,milho,24.89,6.84,30.1,4.1,150.8
2025-10-16T05:00:00-03:00,milho,28.78,6.12,47.3,23.1,102.4
2025-10-16T05:30:00-03:00,milho,24.09,6.08,51.9,13.0,148.0
2025-10-16T06:00:00-03:00,milho,29.63,6.19,40.6,5.9,108.2
2025-10-16T06:30:00-03:00,milho,21.19,6.09,26.2,18.9,168.9
2025-10-16T07:00:00-03:00,milho,32.12,6.48,54.9,22.8,161.6
2025-10-16T07:30:00-03:00,milho,29.89,5.63,29.7,17.3,188.3
2025-10-16T08:00:00-03:00,milho,29.02,5.83,31.6,15.3,118.4
2025-10-16T08:30:00-03:00,milho,31.93,5.83,38.4,17.0,151.4
2025-10-16T09:00:00-03:00,milho,34.66,6.53,50.5,15.8,95.4
2025-10-16T09:30:00-03:00,milho,32.06,6.8,43.5,9.9,178.1
2025-10-16T10:00:00-03:00,milho,20.64,6.16,39.1,13.7,170.8
2025-10-16T10:30:00-03:00,milho,22.88,6.14,39.6,21.1,169.8
2025-10-16T11:00:00-03:00,milho,25.5,6.22,35.4,19.9,150.1
2025-10-16T11:30:00-03:00,milho,28.1,6.61,40.6,19.0,166.6
2025-10-16T12:00:00-03:00,milho,30.07,5.88,9.7,12.0,214.2
2025-10-16T12:30:00-03:00,milho,25.1,6.28,32.0,16.9,138.6
2025-10-16T13:00:00-03:00,milho,28.75,6.54,37.4,4.9,155.5
2025-10-16T13:30:00-03:00,milho,24.98,6.38,23.5,19.1,106.6
2025-10-16T14:00:00-03:00,milho,25.55,6.27,38.9,26.6,115.3
2025-10-16T14:30:00-03:00,milho,22.37,6.55,33.0,9.2,153.9
2025-10-16T15:00:00-03:00,milho,24.31,5.25,52.6,14.5,194.2
2025-10-16T15:30:00-03:00,milho,22.59,6.44,50.7,20.0,139.7
2025-10-16T16:00:00-03:00,milho,24.1,5.97,30.3,25.5,140.6
2025-10-16T16:30:00-03:00,milho,32.21,5.56,33.5,15.3,133.7
2025-10-16T17:00:00-03:00,milho,24.2,6.38,34.3,13.8,128.6
2025-10-16T17:30:00-03:00,milho,38.53,6.68,30.5,6.2,161.8
2025-10-16T18:00:00-03:00,milho,29.97,6.15,37.0,18.6,90.1
2025-10-16T18:30:00-03:00,milho,28.74,6.53,27.4,30.3,201.2
2025-10-16T19:00:00-03:00,milho,24.57,6.76,23.7,19.7,123.4
2025-10-16T19:30:00-03:00,milho,30.8,6.66,41.2,17.9,178.9
2025-10-16T20:00:00-03:00,milho,25.7,6.77,41.3,19.9,99.2
2025-10-16T20:30:00-03:00,milho,28.49,6.46,27.0,17.9,176.8
2025-10-16T21:00:00-03:00,milho,38.24,6.23,44.0,13.1,176.9
2025-10-16T21:30:00-03:00,milho,27.62,5.64,28.7,22.9,165.4
2025-10-16T22:00:00-03:00,milho,32.6,6.11,37.5,19.4,110.2
2025-10-16T22:30:00-03:00,milho,25.19,5.9,43.2,18.1,160.0
2025-10-16T23:00:00-03:00,milho,27.86,6.96,34.7,12.1,102.7
2025-10-16T23:30:00-03:00,milho,35.08,6.14,39.5,25.8,139.9
2025-10-17T00:00:00-03:00,milho,25.49,6.24,29.8,22.0,191.2
2025-10-17T00:30:00-03:00,milho,35.25,6.39,33.0,14.7,181.9
2025-10-17T01:00:00-03:00,milho,30.83,6.22,32.9,24.0,150.6
2025-10-17T01:30:00-03:00,milho,25.75,6.79,27.5,15.0,111.0
2025-10-17T02:00:00-03:00,milho,30.53,5.98,33.2,13.3,175.8
2025-10-17T02:30:00-03:00,milho,31.89,6.27,19.5,13.4,150.8
2025-10-17T03:00:00-03:00,milho,30.49,5.94,30.1,7.4,57.2
2025-10-17T03:30:00-03:00,milho,21.72,5.74,32.2,20.8,181.3
2025-10-17T04:00:00-03:00,milho,25.09,5.99,32.4,7.0,149.0
2025-10-17T04:30:00-03:00,milho,27.01,6.19,32.6,10.6,198.1
2025-10-17T05:00:00-03:00,milho,27.7,6.05,34.4,5.5,106.2
2025-10-17T05:30:00-03:00,milho,30.48,5.96,39.8,17.5,40.0
2025-10-17T06:00:00-03:00,milho,28.71,5.71,43.7,17.1,161.2
2025-10-17T06:30:00-03:00,milho,22.66,6.17,28.5,16.0,161.7
2025-10-17T07:00:00-03:00,milho,29.52,5.67,23.0,11.7,82.4
2025-10-17T07:30:00-03:00,milho,30.44,6.47,24.6,11.0,110.9
2025-10-17T08:00:00-03:00,milho,30.24,6.23,30.1,20.8,260.2
2025-10-17T08:30:00-03:00,milho,32.32,5.69,31.5,14.7,137.8
2025-10-17T09:00:00-03:00,milho,31.34,6.09,27.3,19.9,179.2
2025-10-17T09:30:00-03:00,milho,29.84,5.94,22.0,12.7,124.0
2025-10-17T10:00:00-03:00,milho,27.72,6.31,30.4,19.1,66.4
2025-10-17T10:30:00-03:00,milho,21.36,6.67,36.8,25.8,143.2
2025-10-17T11:00:00-03:00,milho,29.72,5.54,41.0,21.5,139.4
2025-10-17T11:30:00-03:00,milho,28.83,6.24,29.4,15.5,134.0
2025-10-17T12:00:00-03:00,milho,29.09,6.14,30.9,19.5,145.4
2025-10-17T12:30:00-03:00,milho,22.89,6.43,25.7,16.6,160.6
2025-10-17T13:00:00-03:00,milho,23.68,6.27,34.7,18.0,144.0
2025-10-17T13:30:00-03:00,milho,32.21,5.94,26.5,16.0,99.4
2025-10-17T14:00:00-03:00,milho,27.84,6.09,40.7,17.0,169.4
2025-10-17T14:30:00-03:00,milho,30.73,5.92,17.1,19.3,72.0
2025-10-17T15:00:00-03:00,milho,28.11,6.58,31.4,12.0,68.0
2025-10-17T15:30:00-03:00,milho,28.12,6.21,38.0,11.9,179.6
2025-10-17T16:00:00-03:00,milho,31.75,6.87,36.8,9.7,170.3
2025-10-17T16:30:00-03:00,milho,25.94,6.18,61.9,8.4,147.7
2025-10-17T17:00:00-03:00,milho,28.38,5.95,38.5,10.7,94.2
2025-10-17T17:30:00-03:00,milho,26.15,5.67,25.0,19.0,121.7
2025-10-17T18:00:00-03:00,milho,26.26,5.57,34.0,12.6,139.5
2025-10-17T18:30:00-03:00,milho,26.76,5.65,17.2,21.1,86.2
2025-10-17T19:00:00-03:00,milho,28.89,6.29,34.2,18.2,120.4
2025-10-17T19:30:00-03:00,milho,26.09,6.38,26.7,6.2,176.1
2025-10-17T20:00:00-03:00,milho,33.02,5.65,44.2,21.9,207.1
2025-10-17T20:30:00-03:00,milho,24.42,6.51,29.5,22.9,133.2
2025-10-17T21:00:00-03:00,milho,27.25,6.03,33.8,12.0,180.3
2025-10-17T21:30:00-03:00,milho,26.24,6.25,28.6,20.5,73.4
2025-10-17T22:00:00-03:00,milho,33.79,6.76,52.4,12.9,176.4
2025-10-17T22:30:00-03:00,milho,28.79,6.51,31.8,18.6,117.8
2025-10-17T23:00:00-03:00,milho,32.13,6.11,53.3,10.4,162.3
2025-10-17T23:30:00-03:00,milho,22.06,5.89,43.1,7.2,140.1
2025-10-18T00:00:00-03:00,milho,29.07,5.45,39.8,15.7,202.8
2025-10-18T00:30:00-03:00,milho,31.56,5.95,38.7,17.3,115.0
2025-10-18T01:00:00-03:00,milho,28.33,6.13,38.9,15.6,175.1
2025-10-18T01:30:00-03:00,milho,32.26,5.85,15.7,10.9,138.8
2025-10-18T02:00:00-03:00,milho,25.93,6.15,32.2,15.6,143.7
2025-10-18T02:30:00-03:00,milho,33.64,6.23,43.5,19.6,142.6
2025-10-18T03:00:00-03:00,milho,37.2,6.12,34.5,17.7,116.2
2025-10-18T03:30:00-03:00,milho,26.55,5.97,20.9,19.1,149.4
2025-10-18T04:00:00-03:00,milho,26.22,6.26,34.5,14.0,147.5
2025-10-18T04:30:00-03:00,milho,33.81,6.35,52.0,25.0,159.6
2025-10-18T05:00:00-03:00,milho,34.32,5.82,47.5,10.9,153.4
2025-10-18T05:30:00-03:00,milho,25.91,6.69,34.4,20.9,181.9
2025-10-18T06:00:00-03:00,milho,26.32,6.17,44.5,25.1,186.9
2025-10-18T06:30:00-03:00,milho,26.87,6.21,31.3,20.9,108.0
2025-10-18T07:00:00-03:00,milho,22.62,6.45,18.0,16.8,184.8
2025-10-18T07:30:00-03:00,milho,24.33,6.28,25.8,14.8,102.5
2025-10-18T08:00:00-03:00,milho,23.98,6.53,50.6,24.2,173.5
2025-10-18T08:30:00-03:00,milho,24.93,6.3,32.3,9.5,174.8
2025-10-18T09:00:00-03:00,milho,27.86,5.99,32.6,12.2,73.5
2025-10-18T09:30:00-03:00,milho,28.94,6.33,32.0,15.6,153.7
2025-10-18T10:00:00-03:00,milho,34.2,5.8,54.0,25.4,131.3
2025-10-18T10:30:00-03:00,milho,24.01,6.24,51.3,20.3,119.6
2025-10-18T11:00:00-03:00,milho,31.94,6.19,57.2,12.2,204.0
2025-10-18T11:30:00-03:00,milho,27.14,6.13,33.4,16.1,123.9
2025-10-18T12:00:00-03:00,milho,27.8,6.16,38.0,14.3,117.7
2025-10-18T12:30:00-03:00,milho,30.7,5.54,19.8,13.7,153.0
2025-10-18T13:00:00-03:00,milho,23.51,6.01,49.8,23.9,177.4
2025-10-18T13:30:00-03:00,milho,29.53,6.23,23.3,9.8,144.3
2025-10-18T14:00:00-03:00,milho,28.67,6.26,37.2,27.7,196.7
2025-10-18T14:30:00-03:00,milho,29.97,5.84,24.0,23.0,171.2
2025-10-18T15:00:00-03:00,milho,29.16,6.64,29.1,24.5,62.9
2025-10-18T15:30:00-03:00,milho,37.82,5.9,26.6,15.2,128.8
2025-10-18T16:00:00-03:00,milho,25.45,6.54,28.9,17.1,127.5
2025-10-18T16:30:00-03:00,milho,25.88,6.35,29.6,9.4,169.2
2025-10-18T17:00:00-03:00,milho,25.51,5.97,29.5,14.9,45.0
2025-10-18T17:30:00-03:00,milho,25.78,6.82,43.3,21.0,252.0
2025-10-18T18:00:00-03:00,milho,25.45,5.78,24.0,25.8,171.2
2025-10-18T18:30:00-03:00,milho,32.76,6.52,37.2,11.4,156.0
2025-10-18T19:00:00-03:00,milho,33.68,6.55,47.2,15.8,197.3
2025-10-18T19:30:00-03:00,milho,25.72,5.97,29.9,17.1,243.7
2025-10-18T20:00:00-03:00,milho,24.67,6.69,27.8,9.6,184.8
2025-10-18T20:30:00-03:00,milho,29.89,6.11,32.7,21.5,188.0
2025-10-18T21:00:00-03:00,milho,25.79,6.3,46.8,13.7,155.2
2025-10-18T21:30:00-03:00,milho,30.53,6.29,36.9,16.8,144.3
2025-10-18T22:00:00-03:00,milho,28.81,6.15,29.7,15.3,131.0
2025-10-18T22:30:00-03:00,milho,21.94,6.48,39.8,13.3,117.0
2025-10-18T23:00:00-03:00,milho,34.19,6.48,24.0,18.0,122.5
2025-10-18T23:30:00-03:00,milho,35.18,5.59,41.8,16.7,96.0
2025-10-19T00:00:00-03:00,milho,25.55,6.66,39.1,15.8,147.0
2025-10-19T00:30:00-03:00,milho,26.45,5.62,31.9,13.6,82.6
2025-10-19T01:00:00-03:00,milho,29.14,6.56,26.6,19.9,157.6
2025-10-19T01:30:00-03:00,milho,29.34,6.59,26.1,27.9,148.5
2025-10-19T02:00:00-03:00,milho,30.63,5.82,40.3,18.8,155.9
2025-10-19T02:30:00-03:00,milho,36.04,6.06,47.3,24.0,129.1
2025-10-19T03:00:00-03:00,milho,27.29,5.81,28.6,9.7,273.1
2025-10-19T03:30:00-03:00,milho,24.81,6.12,39.6,18.9,204.4
2025-10-19T04:00:00-03:00,milho,22.48,6.09,14.1,11.4,100.2
2025-10-19T04:30:00-03:00,milho,25.08,6.47,29.2,9.1,159.3
2025-10-19T05:00:00-03:00,milho,27.87,6.66,34.7,13.6,125.7
2025-10-19T05:30:00-03:00,milho,35.18,6.69,25.9,25.2,109.4
2025-10-19T06:00:00-03:00,milho,25.93,6.0,25.6,23.7,96.4
2025-10-19T06:30:00-03:00,milho,28.9,6.13,28.3,19.5,167.3
2025-10-19T07:00:00-03:00,milho,27.93,5.61,37.9,8.8,122.7
2025-10-19T07:30:00-03:00,milho,32.75,5.92,33.1,16.8,188.7
2025-10-19T08:00:00-03:00,milho,38.11,6.54,12.6,19.8,189.8
2025-10-19T08:30:00-03:00,milho,25.88,6.77,13.8,19.1,205.0
2025-10-19T09:00:00-03:00,milho,26.04,5.77,28.9,6.9,115.9
2025-10-19T09:30:00-03:00,milho,32.18,5.99,39.6,12.7,169.0
2025-10-19T10:00:00-03:00,milho,30.73,6.19,7.5,17.6,175.3
2025-10-19T10:30:00-03:00,milho,35.39,6.3,30.0,21.2,131.0
2025-10-19T11:00:00-03:00,milho,30.34,5.92,29.7,4.8,119.1
2025-10-19T11:30:00-03:00,milho,26.56,6.35,48.9,17.0,214.4
2025-10-19T12:00:00-03:00,milho,30.36,6.03,31.1,18.9,159.1
2025-10-19T12:30:00-03:00,milho,32.43,6.19,38.8,23.1,175.4
2025-10-19T13:00:00-03:00,milho,31.28,6.39,36.4,22.2,117.1
2025-10-19T13:30:00-03:00,milho,30.03,6.2,13.7,21.5,101.2
2025-10-19T14:00:00-03:00,milho,32.27,6.05,42.7,13.2,127.2
2025-10-19T14:30:00-03:00,milho,32.68,6.16,37.2,6.6,145.0
2025-10-19T15:00:00-03:00,milho,33.53,6.17,40.1,15.6,107.4
2025-10-19T15:30:00-03:00,milho,30.59,6.07,74.3,24.0,149.6
2025-10-19T16:00:00-03:00,milho,27.33,6.11,14.2,26.4,82.5
2025-10-19T16:30:00-03:00,milho,28.59,6.76,52.2,22.3,105.2
2025-10-19T17:00:00-03:00,milho,32.83,6.4,32.1,20.6,176.8
2025-10-19T17:30:00-03:00,milho,24.73,6.1,37.9,20.3,174.2
2025-10-19T18:00:00-03:00,milho,29.47,6.44,34.5,14.7,134.3
2025-10-19T18:30:00-03:00,milho,26.43,6.08,30.8,17.2,109.3
2025-10-19T19:00:00-03:00,milho,28.11,6.61,29.3,28.0,108.9
2025-10-19T19:30:00-03:00,milho,33.11,6.33,38.3,12.3,135.1
2025-10-19T20:00:00-03:00,milho,28.76,6.16,19.8,27.7,175.8
2025-10-19T20:30:00-03:00,milho,28.19,6.36,42.5,16.1,187.1
2025-10-19T21:00:00-03:00,milho,22.56,5.65,30.8,26.0,130.1
2025-10-19T21:30:00-03:00,milho,30.99,5.81,23.7,9.6,103.9
2025-10-19T22:00:00-03:00,milho,30.58,5.78,30.5,21.5,160.7
2025-10-19T22:30:00-03:00,milho,36.65,6.25,47.6,13.6,117.1
2025-10-19T23:00:00-03:00,milho,26.77,6.81,29.6,9.5,129.3
2025-10-19T23:30:00-03:00,milho,28.88,6.98,38.6,19.3,203.0
2025-10-20T00:00:00-03:00,milho,29.0,6.42,27.7,24.1,183.1
2025-10-20T00:30:00-03:00,milho,34.31,6.38,42.6,12.9,156.3
2025-10-20T01:00:00-03:00,milho,27.62,5.57,41.9,9.0,99.1
2025-10-20T01:30:00-03:00,milho,29.12,6.01,53.5,17.4,158.5
2025-10-20T02:00:00-03:00,milho,30.43,5.92,33.2,17.5,192.5
2025-10-20T02:30:00-03:00,milho,28.75,5.98,41.7,21.3,135.0
2025-10-20T03:00:00-03:00,milho,26.21,6.14,36.0,23.7,204.0
2025-10-20T03:30:00-03:00,milho,28.78,6.03,48.0,17.6,201.7
2025-10-20T04:00:00-03:00,milho,32.29,5.51,27.8,29.1,216.5
2025-10-20T04:30:00-03:00,milho,23.89,6.46,42.5,19.3,162.2
2025-10-20T05:00:00-03:00,milho,28.53,5.82,33.1,15.9,173.5
2025-10-20T05:30:00-03:00,milho,25.2,6.28,34.4,8.3,206.6
2025-10-20T06:00:00-03:00,milho,32.78,6.93,35.9,16.4,167.9
2025-10-20T06:30:00-03:00,milho,21.91,5.88,37.5,16.0,130.0
2025-10-20T07:00:00-03:00,milho,25.76,5.31,33.8,23.8,132.1
2025-10-20T07:30:00-03:00,milho,29.51,6.1,37.1,20.8,159.5
2025-10-20T08:00:00-03:00,milho,34.26,6.59,50.8,10.9,98.4
2025-10-20T08:30:00-03:00,milho,27.74,6.89,44.9,19.0,144.3
2025-10-20T09:00:00-03:00,milho,25.78,5.77,43.7,22.0,193.9
2025-10-20T09:30:00-03:00,milho,35.52,6.37,30.4,27.2,62.3
2025-10-20T10:00:00-03:00,milho,22.21,6.04,26.1,23.3,211.4
2025-10-20T10:30:00-03:00,milho,19.2,6.16,44.6,22.6,194.9
2025-10-20T11:00:00-03:00,milho,29.76,7.13,43.8,18.4,131.6
2025-10-20T11:30:00-03:00,milho,25.99,5.67,49.7,20.3,171.7
2025-10-20T12:00:00-03:00,milho,23.92,6.29,29.0,25.5,150.1
2025-10-20T12:30:00-03:00,milho,30.83,6.36,32.7,10.0,199.2
2025-10-20T13:00:00-03:00,milho,28.98,6.58,18.6,15.9,189.3
2025-10-20T13:30:00-03:00,milho,25.74,6.23,31.1,13.4,94.0
2025-10-20T14:00:00-03:00,milho,22.88,6.31,45.0,20.3,173.5
2025-10-20T14:30:00-03:00,milho,31.49,6.06,30.3,25.4,141.8
2025-10-20T15:00:00-03:00,milho,30.6,6.29,41.4,14.4,153.3
2025-10-20T15:30:00-03:00,milho,27.6,6.08,33.1,3.7,120.9
2025-10-20T16:00:00-03:00,milho,35.39,6.42,38.2,15.5,219.9
2025-10-20T16:30:00-03:00,milho,23.72,6.07,23.5,23.5,191.6
2025-10-20T17:00:00-03:00,milho,21.9,6.33,35.9,21.2,120.4
2025-10-20T17:30:00-03:00,milho,25.23,6.19,5.1,20.6,96.6
2025-10-20T18:00:00-03:00,milho,27.82,6.59,33.1,16.3,134.6
2025-10-20T18:30:00-03:00,milho,28.97,6.18,18.7,10.3,167.4
2025-10-20T19:00:00-03:00,milho,27.04,5.58,47.1,21.1,159.6
2025-10-20T19:30:00-03:00,milho,29.41,6.64,42.8,13.0,200.1
2025-10-20T20:00:00-03:00,milho,22.99,5.88,39.7,31.1,181.6
2025-10-20T20:30:00-03:00,milho,33.78,5.97,50.2,21.4,188.8
2025-10-20T21:00:00-03:00,milho,27.67,5.99,25.5,14.5,163.1
2025-10-20T21:30:00-03:00,milho,32.47,6.68,52.5,14.3,94.4
2025-10-20T22:00:00-03:00,milho,29.37,5.45,44.3,17.4,142.2
2025-10-20T22:30:00-03:00,milho,29.83,7.3,32.6,16.6,192.4
2025-10-20T23:00:00-03:00,milho,30.28,6.57,46.4,24.7,147.9
2025-10-20T23:30:00-03:00,milho,29.79,6.28,23.9,19.1,170.1
2025-10-21T00:00:00-03:00,milho,30.57,6.18,26.8,13.6,137.3
2025-10-21T00:30:00-03:00,milho,33.32,6.3,28.9,29.3,108.8
2025-10-21T01:00:00-03:00,milho,28.79,6.38,29.7,18.3,145.1
2025-10-21T01:30:00-03:00,milho,30.84,6.43,24.4,22.6,162.4
2025-10-21T02:00:00-03:00,milho,27.64,6.39,47.2,14.4,123.8
2025-10-21T02:30:00-03:00,milho,33.76,6.23,32.4,20.2,140.6
2025-10-21T03:00:00-03:00,milho,25.29,6.13,38.5,19.9,112.4
2025-10-21T03:30:00-03:00,milho,35.2,6.15,29.3,6.7,194.8
2025-10-21T04:00:00-03:00,milho,27.84,6.13,16.8,30.1,138.2
2025-10-21T04:30:00-03:00,milho,22.28,6.6,37.7,25.7,208.1
2025-10-21T05:00:00-03:00,milho,28.51,6.41,15.9,15.6,211.1
2025-10-21T05:30:00-03:00,milho,25.28,5.17,34.3,11.4,146.8
2025-10-21T06:00:00-03:00,milho,31.36,6.43,21.3,20.1,109.7
2025-10-21T06:30:00-03:00,milho,25.39,6.27,54.9,18.5,66.6
2025-10-21T07:00:00-03:00,milho,26.22,6.19,44.1,20.1,91.1
2025-10-21T07:30:00-03:00,milho,20.44,6.06,36.1,19.1,95.0
2025-10-21T08:00:00-03:00,milho,26.19,6.59,47.6,21.0,205.1
2025-10-21T08:30:00-03:00,milho,18.3,6.53,26.5,26.7,154.6
2025-10-21T09:00:00-03:00,milho,21.66,5.93,40.4,21.4,165.6
2025-10-21T09:30:00-03:00,milho,31.04,6.34,37.0,11.7,61.2
2025-10-21T10:00:00-03:00,milho,31.14,5.86,37.6,26.2,102.1
2025-10-21T10:30:00-03:00,milho,29.7,5.72,47.7,27.8,185.5
2025-10-21T11:00:00-03:00,milho,24.13,5.98,42.3,36.9,161.5
2025-10-21T11:30:00-03:00,milho,27.81,6.5,37.9,11.3,144.1
2025-10-21T12:00:00-03:00,milho,27.99,6.53,18.5,19.5,172.6
2025-10-21T12:30:00-03:00,milho,23.37,6.38,25.4,5.5,215.4
2025-10-21T13:00:00-03:00,milho,34.01,6.45,33.8,21.3,141.2
2025-10-21T13:30:00-03:00,milho,31.51,6.38,35.9,14.7,152.8
2025-10-21T14:00:00-03:00,milho,27.12,5.98,23.7,29.5,157.7
2025-10-21T14:30:00-03:00,milho,28.11,6.35,59.1,13.4,245.7
2025-10-21T15:00:00-03:00,milho,28.83,6.48,50.2,7.9,66.0
2025-10-21T15:30:00-03:00,milho,19.83,6.46,41.0,15.2,177.3
2025-10-21T16:00:00-03:00,milho,27.01,6.62,35.7,6.1,145.4
2025-10-21T16:30:00-03:00,milho,25.27,6.45,32.9,22.5,172.7
2025-10-21T17:00:00-03:00,milho,23.99,6.32,25.5,5.6,123.7
2025-10-21T17:30:00-03:00,milho,26.88,6.57,35.8,18.2,148.0
2025-10-21T18:00:00-03:00,milho,35.19,6.19,37.6,5.5,178.5
2025-10-21T18:30:00-03:00,milho,30.56,5.89,22.6,16.1,274.5
2025-10-21T19:00:00-03:00,milho,25.72,6.14,38.3,27.9,182.3
2025-10-21T19:30:00-03:00,milho,30.29,5.94,33.4,20.2,116.1
2025-10-21T20:00:00-03:00,soja,23.3,5.61,25.5,21.8,204.4
2025-10-21T20:30:00-03:00,soja,23.19,5.78,7.6,18.5,218.3
2025-10-21T21:00:00-03:00,soja,17.82,5.67,25.0,20.8,192.4
2025-10-21T21:30:00-03:00,soja,23.68,5.81,18.4,27.0,82.6
2025-10-21T22:00:00-03:00,soja,27.93,5.93,25.0,30.9,163.0
2025-10-21T22:30:00-03:00,soja,19.9,6.29,25.4,26.0,118.0
2025-10-21T23:00:00-03:00,soja,29.19,5.89,31.3,22.7,160.9
2025-10-21T23:30:00-03:00,soja,26.95,5.45,29.5,32.5,214.1
2025-10-22T00:00:00-03:00,soja,22.06,6.4,29.4,19.8,183.7
2025-10-22T00:30:00-03:00,soja,24.43,5.71,30.1,29.2,221.7
2025-10-22T01:00:00-03:00,soja,31.39,5.98,22.0,20.0,185.4
2025-10-22T01:30:00-03:00,soja,27.93,6.16,20.2,25.0,111.6
2025-10-22T02:00:00-03:00,soja,25.04,6.07,26.1,21.2,56.6
2025-10-22T02:30:00-03:00,soja,24.05,6.38,25.1,21.6,176.7
2025-10-22T03:00:00-03:00,soja,25.31,6.17,17.8,19.4,160.4
2025-10-22T03:30:00-03:00,soja,22.95,5.7,22.8,31.4,126.0
2025-10-22T04:00:00-03:00,soja,16.58,6.76,19.8,16.9,93.5
2025-10-22T04:30:00-03:00,soja,33.17,6.07,14.0,16.8,136.9
2025-10-22T05:00:00-03:00,soja,25.62,5.95,29.0,36.8,161.2
2025-10-22T05:30:00-03:00,soja,26.59,6.34,20.4,28.8,200.0
2025-10-22T06:00:00-03:00,soja,24.77,6.09,34.3,5.3,178.5
2025-10-22T06:30:00-03:00,soja,22.06,6.14,8.6,18.0,242.4
2025-10-22T07:00:00-03:00,soja,24.26,6.87,16.1,9.3,123.4
2025-10-22T07:30:00-03:00,soja,18.6,5.9,20.2,15.3,209.6
2025-10-22T08:00:00-03:00,soja,34.11,5.89,28.0,2.0,172.1
2025-10-22T08:30:00-03:00,soja,20.06,6.04,22.8,21.0,201.3
2025-10-22T09:00:00-03:00,soja,20.87,6.38,22.2,14.0,150.4
2025-10-22T09:30:00-03:00,soja,23.24,5.47,12.1,22.4,218.2
2025-10-22T10:00:00-03:00,soja,30.15,5.31,11.9,10.6,183.3
2025-10-22T10:30:00-03:00,soja,25.06,5.79,22.3,22.6,139.4
2025-10-22T11:00:00-03:00,soja,20.06,5.43,10.5,19.1,169.5
2025-10-22T11:30:00-03:00,soja,30.02,5.85,16.3,32.5,159.2
2025-10-22T12:00:00-03:00,soja,27.92,6.18,23.5,31.9,192.0
2025-10-22T12:30:00-03:00,soja,27.15,5.69,13.1,27.5,116.9
2025-10-22T13:00:00-03:00,soja,27.86,5.5,31.2,19.7,168.7
2025-10-22T13:30:00-03:00,soja,34.58,6.02,28.6,35.9,187.8
2025-10-22T14:00:00-03:00,soja,33.74,6.3,9.0,11.1,171.5
2025-10-22T14:30:00-03:00,soja,22.25,5.41,13.5,12.2,230.6
2025-10-22T15:00:00-03:00,soja,31.5,6.29,4.0,21.4,204.8
2025-10-22T15:30:00-03:00,soja,26.53,6.29,14.5,37.8,169.7
2025-10-22T16:00:00-03:00,soja,27.0,6.33,25.4,20.6,179.8
2025-10-22T16:30:00-03:00,soja,18.23,6.43,17.1,20.7,183.3
2025-10-22T17:00:00-03:00,soja,24.32,6.77,23.2,11.9,188.1
2025-10-22T17:30:00-03:00,soja,21.75,5.88,9.3,28.6,87.8
2025-10-22T18:00:00-03:00,soja,28.31,6.04,25.6,28.7,156.4
2025-10-22T18:30:00-03:00,soja,29.28,5.85,16.1,27.5,103.2
